|Circuit # | Qubits| Depth |  CX  |  U3  | Ent. Ratio | X  | Y  | Z  | H  |  RX |  RY |  RZ | S  | T  | Total Gates |Diversity | CX/Qubit | Width/Depth | CX/U3  | 1Q Ratio| Best Simulator |
|   15529|   7   |   29  |  9   |  5   |    0.31    | 10 | 12 | 6  | 4  |  6  |  7  |  10 | 5  | 4  |     101     |    15    |   1.29   |     0.24    |  1.50  |   0.68  |ibmq_poughkeepsie|
|   15530|   7   |   30  |  9   |  10  |    0.30    | 5  | 6  | 5  | 9  |  10 |  7  |  7  | 9  | 9  |     112     |    15    |   1.29   |     0.23    |  0.82  |   0.69  |  ibmq_quebec   |
|   15531|   9   |   18  |  9   |  8   |    0.50    | 2  | 7  | 6  | 5  |  3  |  9  |  10 | 5  | 7  |      91     |    15    |   1.00   |     0.50    |  1.00  |   0.68  |ibmq_washington |
|   15532|   7   |   15  |  4   |  1   |    0.27    | 5  | 4  | 6  | 6  |  3  |  2  |  3  | 9  | 5  |      66     |    15    |   0.57   |     0.47    |  2.00  |   0.67  |ibmq_sherbrooke |
|   15533|   8   |   45  |  12  |  11  |    0.27    | 11 | 19 | 10 | 13 |  13 |  9  |  14 | 13 | 14 |     176     |    15    |   1.50   |     0.18    |  1.00  |   0.72  | ibmq_marrakesh |
|   15534|   10  |   52  |  18  |  11  |    0.35    | 8  | 14 | 13 | 17 |  23 |  15 |  19 | 13 | 22 |     220     |    15    |   1.80   |     0.19    |  1.50  |   0.70  | ibmq_marrakesh |
|   15535|   6   |   32  |  5   |  5   |    0.16    | 6  | 2  | 8  | 7  |  7  |  11 |  8  | 7  | 10 |      99     |    15    |   0.83   |     0.19    |  0.83  |   0.72  |ibmq_sherbrooke |
|   15536|   9   |   14  |  4   |  2   |    0.29    | 7  | 6  | 7  | 4  |  6  |  8  |  8  | 8  | 6  |      86     |    15    |   0.44   |     0.64    |  1.33  |   0.72  | ibmq_brooklyn  |
|   15537|   5   |   16  |  2   |  2   |    0.12    | 6  | 4  | 2  | 4  |  3  |  1  |  4  | 2  | 2  |      46     |    15    |   0.40   |     0.31    |  0.67  |   0.65  |  ibmq_quebec   |
|   15538|   8   |   41  |  16  |  9   |    0.39    | 11 | 13 | 8  | 12 |  16 |  10 |  14 | 11 | 15 |     173     |    15    |   2.00   |     0.20    |  1.60  |   0.69  | ibmq_marrakesh |
|   15539|   8   |   26  |  11  |  9   |    0.42    | 5  | 6  | 8  | 6  |  6  |  5  |  7  | 7  | 7  |     108     |    15    |   1.38   |     0.31    |  1.10  |   0.61  |  ibmq_prague   |
|   15540|   4   |   30  |  5   |  5   |    0.17    | 6  | 5  | 7  | 0  |  3  |  6  |  4  | 3  | 1  |      65     |    14    |   1.25   |     0.13    |  0.83  |   0.62  |  ibmq_sydney   |
|   15541|   11  |   21  |  3   |  11  |    0.14    | 15 | 1  | 13 | 8  |  9  |  9  |  10 | 9  | 4  |     126     |    15    |   0.27   |     0.52    |  0.25  |   0.71  |  ibmq_quebec   |
|   15542|   9   |   9   |  2   |  6   |    0.22    | 2  | 4  | 7  | 5  |  2  |  3  |  2  | 3  | 5  |      56     |    15    |   0.22   |     1.00    |  0.29  |   0.70  | ibmq_manhattan |
|   15543|   6   |   24  |  8   |  10  |    0.33    | 3  | 5  | 4  | 8  |  7  |  6  |  7  | 5  | 8  |      91     |    15    |   1.33   |     0.25    |  0.73  |   0.69  |  ibmq_quebec   |
|   15544|   10  |   44  |  23  |  13  |    0.52    | 24 | 15 | 19 | 16 |  14 |  11 |  14 | 16 | 11 |     223     |    15    |   2.30   |     0.23    |  1.64  |   0.69  |  ibmq_quebec   |
|   15545|   5   |   34  |  11  |  4   |    0.32    | 6  | 5  | 7  | 5  |  8  |  7  |  9  | 7  | 5  |      93     |    15    |   2.20   |     0.15    |  2.20  |   0.68  |  ibmq_prague   |
|   15546|   9   |   13  |  6   |  2   |    0.46    | 5  | 7  | 8  | 5  |  3  |  4  |  1  | 4  | 4  |      67     |    15    |   0.67   |     0.69    |  2.00  |   0.64  |  ibmq_prague   |
|   15547|   11  |   41  |  15  |  9   |    0.37    | 14 | 14 | 12 | 17 |  11 |  15 |  23 | 20 | 21 |     220     |    15    |   1.36   |     0.27    |  1.50  |   0.71  |ibmq_sherbrooke |
|   15548|   9   |   20  |  4   |  5   |    0.20    | 5  | 10 | 9  | 4  |  3  |  3  |  7  | 4  | 7  |      83     |    15    |   0.44   |     0.45    |  0.67  |   0.69  | ibmq_marrakesh |
|   15549|   5   |   40  |  7   |  8   |    0.17    | 6  | 6  | 12 | 10 |  11 |  7  |  6  | 10 | 5  |     113     |    15    |   1.40   |     0.12    |  0.78  |   0.72  |   ibmq_osaka   |
|   15550|   8   |   27  |  8   |  11  |    0.30    | 4  | 4  | 13 | 9  |  6  |  7  |  6  | 8  | 8  |     111     |    15    |   1.00   |     0.30    |  0.67  |   0.68  |ibmq_washington |
|   15551|   10  |   43  |  14  |  12  |    0.33    | 17 | 14 | 12 | 13 |  17 |  11 |  10 | 11 | 24 |     203     |    15    |   1.40   |     0.23    |  1.08  |   0.69  |  ibmq_prague   |
|   15552|   7   |   29  |  6   |  10  |    0.21    | 5  | 10 | 15 | 4  |  13 |  13 |  8  | 10 | 7  |     128     |    15    |   0.86   |     0.24    |  0.55  |   0.74  |ibmq_sherbrooke |
|   15553|   9   |   48  |  10  |  25  |    0.21    | 17 | 15 | 12 | 14 |  15 |  13 |  12 | 18 | 14 |     208     |    15    |   1.11   |     0.19    |  0.38  |   0.75  |ibmq_sherbrooke |
|   15554|   5   |   13  |  3   |  4   |    0.23    | 6  | 1  | 3  | 1  |  1  |  2  |  3  | 2  | 1  |      37     |    15    |   0.60   |     0.38    |  0.60  |   0.65  |  ibmq_sydney   |
|   15555|   6   |   17  |  1   |  4   |    0.06    | 4  | 3  | 8  | 4  |  4  |  4  |  2  | 2  | 8  |      63     |    15    |   0.17   |     0.35    |  0.20  |   0.68  |  ibmq_prague   |
|   15556|   5   |   23  |  5   |  2   |    0.22    | 6  | 2  | 9  | 2  |  11 |  7  |  3  | 5  | 5  |      71     |    15    |   1.00   |     0.22    |  1.67  |   0.73  |ibmq_poughkeepsie|
|   15557|   4   |   25  |  3   |  3   |    0.12    | 3  | 2  | 6  | 2  |  3  |  3  |  4  | 7  | 3  |      57     |    15    |   0.75   |     0.16    |  0.75  |   0.63  |  ibmq_nairobi  |
|   15558|   6   |   45  |  13  |  11  |    0.29    | 7  | 14 | 10 | 8  |  6  |  13 |  10 | 13 | 13 |     146     |    15    |   2.17   |     0.13    |  1.08  |   0.72  |  ibmq_prague   |
|   15559|   10  |   11  |  3   |  1   |    0.27    | 1  | 1  | 2  | 6  |  1  |  6  |  3  | 7  | 5  |      59     |    15    |   0.30   |     0.91    |  1.50  |   0.56  | ibmq_singapore |
|   15560|   11  |   30  |  10  |  11  |    0.33    | 14 | 10 | 14 | 10 |  9  |  12 |  17 | 13 | 11 |     167     |    15    |   0.91   |     0.37    |  0.83  |   0.72  | ibmq_manhattan |
|   15561|   4   |   23  |  7   |  1   |    0.30    | 2  | 3  | 5  | 2  |  1  |  1  |  0  | 3  | 2  |      40     |    14    |   1.75   |     0.17    |  3.50  |   0.50  |   ibmq_lima    |
|   15562|   7   |   33  |  13  |  11  |    0.39    | 11 | 11 | 10 | 8  |  7  |  6  |  15 | 11 | 9  |     132     |    15    |   1.86   |     0.21    |  1.08  |   0.75  |  ibmq_sydney   |
|   15563|   6   |   42  |  8   |  10  |    0.19    | 13 | 7  | 14 | 3  |  9  |  4  |  7  | 13 | 11 |     133     |    15    |   1.33   |     0.14    |  0.73  |   0.68  | ibmq_brooklyn  |
|   15564|   10  |   42  |  16  |  13  |    0.38    | 17 | 15 | 5  | 6  |  14 |  17 |  11 | 11 | 15 |     181     |    15    |   1.60   |     0.24    |  1.14  |   0.69  | ibmq_marrakesh |
|   15565|   7   |   24  |  6   |  1   |    0.25    | 14 | 6  | 6  | 6  |  7  |  8  |  3  | 3  | 12 |      93     |    15    |   0.86   |     0.29    |  3.00  |   0.71  | ibmq_singapore |
|   15566|   11  |   39  |  14  |  22  |    0.36    | 9  | 11 | 16 | 10 |  10 |  15 |  17 | 12 | 18 |     195     |    15    |   1.27   |     0.28    |  0.61  |   0.72  |  ibmq_quebec   |
|   15567|   8   |   23  |  11  |  6   |    0.48    | 6  | 6  | 7  | 5  |  9  |  7  |  4  | 7  | 8  |     100     |    15    |   1.38   |     0.35    |  1.57  |   0.65  |ibmq_sherbrooke |
|   15568|   4   |   18  |  5   |  5   |    0.28    | 1  | 1  | 2  | 3  |  2  |  3  |  3  | 1  | 4  |      41     |    15    |   1.25   |     0.22    |  0.83  |   0.61  |  ibmq_sydney   |
|   15569|   9   |   15  |  7   |  5   |    0.47    | 10 | 7  | 3  | 4  |  1  |  2  |  4  | 2  | 7  |      72     |    15    |   0.78   |     0.60    |  1.17  |   0.62  |ibmq_poughkeepsie|
|   15570|   11  |   16  |  6   |  4   |    0.38    | 9  | 9  | 9  | 0  |  5  |  10 |  5  | 4  | 5  |      91     |    14    |   0.55   |     0.69    |  1.20  |   0.66  |  ibmq_prague   |
|   15571|   11  |   54  |  18  |  18  |    0.33    | 18 | 21 | 14 | 18 |  17 |  22 |  23 | 26 | 10 |     267     |    15    |   1.64   |     0.20    |  0.95  |   0.70  | ibmq_marrakesh |
|   15572|   11  |   16  |  5   |  8   |    0.31    | 3  | 10 | 2  | 3  |  1  |  5  |  5  | 5  | 5  |      77     |    15    |   0.45   |     0.69    |  0.56  |   0.61  |ibmq_sherbrooke |
|   15573|   7   |   25  |  12  |  7   |    0.48    | 5  | 10 | 8  | 10 |  8  |  8  |  5  | 5  | 8  |     106     |    15    |   1.71   |     0.28    |  1.50  |   0.70  |  ibmq_prague   |
|   15574|   9   |   42  |  15  |  15  |    0.36    | 13 | 16 | 12 | 9  |  5  |  14 |  7  | 17 | 20 |     185     |    15    |   1.67   |     0.21    |  0.94  |   0.69  |  ibmq_prague   |
|   15575|   10  |   28  |  10  |  14  |    0.36    | 4  | 13 | 9  | 11 |  9  |  12 |  13 | 14 | 13 |     153     |    15    |   1.00   |     0.36    |  0.67  |   0.73  | ibmq_marrakesh |
|   15576|   9   |   18  |  6   |  6   |    0.33    | 6  | 3  | 6  | 3  |  5  |  2  |  6  | 5  | 5  |      74     |    15    |   0.67   |     0.50    |  0.86  |   0.64  |  ibmq_quebec   |
|   15577|   6   |   43  |  15  |  11  |    0.35    | 9  | 8  | 10 | 7  |  11 |  8  |  10 | 12 | 10 |     139     |    15    |   2.50   |     0.14    |  1.25  |   0.69  |ibmq_poughkeepsie|
|   15578|   4   |   20  |  3   |  3   |    0.15    | 6  | 3  | 2  | 6  |  1  |  5  |  1  | 3  | 1  |      48     |    15    |   0.75   |     0.20    |  0.75  |   0.65  |ibmq_sherbrooke |
|   15579|   5   |   37  |  6   |  8   |    0.16    | 10 | 8  | 9  | 7  |  10 |  9  |  5  | 7  | 4  |     109     |    15    |   1.20   |     0.14    |  0.67  |   0.71  |  ibmq_sydney   |
|   15580|   8   |   49  |  8   |  12  |    0.16    | 11 | 13 | 13 | 11 |  14 |  7  |  5  | 16 | 14 |     172     |    15    |   1.00   |     0.16    |  0.62  |   0.67  | ibmq_marrakesh |
|   15581|   9   |   20  |  9   |  2   |    0.45    | 3  | 11 | 9  | 6  |  7  |  9  |  4  | 8  | 8  |      99     |    15    |   1.00   |     0.45    |  3.00  |   0.68  |  ibmq_toronto  |
|   15582|   9   |   17  |  8   |  9   |    0.47    | 4  | 7  | 1  | 7  |  3  |  7  |  1  | 4  | 9  |      79     |    15    |   0.89   |     0.53    |  0.80  |   0.66  |ibmq_sherbrooke |
|   15583|   10  |   25  |  9   |  6   |    0.36    | 8  | 10 | 6  | 13 |  9  |  10 |  7  | 10 | 8  |     124     |    15    |   0.90   |     0.40    |  1.29  |   0.70  | ibmq_marrakesh |
|   15584|   6   |   38  |  6   |  7   |    0.16    | 1  | 6  | 9  | 2  |  10 |  4  |  5  | 11 | 6  |      95     |    15    |   1.00   |     0.16    |  0.75  |   0.64  | ibmq_singapore |
|   15585|   11  |   27  |  15  |  14  |    0.56    | 10 | 16 | 11 | 9  |  8  |  10 |  13 | 10 | 11 |     160     |    15    |   1.36   |     0.41    |  1.00  |   0.70  |  ibmq_prague   |
|   15586|   9   |   24  |  11  |  14  |    0.46    | 6  | 11 | 11 | 6  |  8  |  6  |  6  | 10 | 4  |     118     |    15    |   1.22   |     0.38    |  0.73  |   0.69  |ibmq_sherbrooke |
|   15587|   5   |   24  |  8   |  0   |    0.33    | 4  | 1  | 3  | 9  |  6  |  5  |  5  | 6  | 4  |      65     |    14    |   1.60   |     0.21    |  8.00  |   0.66  | ibmq_marrakesh |
|   15588|   7   |   26  |  10  |  4   |    0.38    | 9  | 13 | 6  | 5  |  9  |  5  |  8  | 12 | 4  |     104     |    15    |   1.43   |     0.27    |  2.00  |   0.72  |  ibmq_quebec   |
|   15589|   6   |   15  |  6   |  6   |    0.40    | 4  | 2  | 3  | 1  |  6  |  5  |  4  | 3  | 6  |      58     |    15    |   1.00   |     0.40    |  0.86  |   0.69  |  ibmq_sydney   |
|   15590|   9   |   19  |  10  |  0   |    0.53    | 4  | 7  | 11 | 3  |  4  |  6  |  7  | 6  | 6  |      85     |    14    |   1.11   |     0.47    | 10.00  |   0.64  |  ibmq_prague   |
|   15591|   6   |   30  |  6   |  6   |    0.20    | 9  | 10 | 14 | 6  |  7  |  2  |  7  | 12 | 7  |     108     |    15    |   1.00   |     0.20    |  0.86  |   0.74  | ibmq_marrakesh |
|   15592|   6   |   35  |  11  |  7   |    0.31    | 7  | 6  | 5  | 8  |  9  |  7  |  10 | 5  | 8  |     105     |    15    |   1.83   |     0.17    |  1.38  |   0.69  | ibmq_marrakesh |
|   15593|   11  |   26  |  10  |  10  |    0.38    | 4  | 6  | 12 | 9  |  7  |  11 |  13 | 7  | 6  |     135     |    15    |   0.91   |     0.42    |  0.91  |   0.63  | ibmq_rochester |
|   15594|   10  |   13  |  6   |  4   |    0.46    | 7  | 7  | 3  | 4  |  0  |  3  |  3  | 6  | 3  |      65     |    14    |   0.60   |     0.77    |  1.20  |   0.62  |ibmq_sherbrooke |
|   15595|   7   |   8   |  0   |  4   |    0.00    | 4  | 5  | 0  | 2  |  5  |  2  |  4  | 4  | 3  |      46     |    13    |   0.00   |     0.88    |  0.00  |   0.72  |ibmq_poughkeepsie|
|   15596|   4   |   38  |  6   |  9   |    0.16    | 10 | 5  | 10 | 5  |  6  |  8  |  6  | 6  | 8  |     100     |    15    |   1.50   |     0.11    |  0.60  |   0.73  | ibmq_rochester |
|   15597|   6   |   44  |  15  |  12  |    0.34    | 8  | 13 | 7  | 7  |  7  |  12 |  10 | 11 | 7  |     139     |    15    |   2.50   |     0.14    |  1.15  |   0.68  |ibmq_sherbrooke |
|   15598|   11  |   18  |  8   |  9   |    0.44    | 5  | 6  | 6  | 9  |  5  |  7  |  13 | 12 | 12 |     122     |    15    |   0.73   |     0.61    |  0.80  |   0.69  |ibmq_poughkeepsie|
|   15599|   6   |   13  |  3   |  3   |    0.23    | 5  | 2  | 3  | 4  |  3  |  0  |  3  | 1  | 2  |      40     |    14    |   0.50   |     0.46    |  0.75  |   0.65  |ibmq_washington |
|   15600|   10  |   37  |  15  |  9   |    0.41    | 15 | 10 | 10 | 14 |  7  |  7  |  11 | 9  | 8  |     156     |    15    |   1.50   |     0.27    |  1.50  |   0.64  |  ibmq_quebec   |
|   15601|   8   |   43  |  15  |  10  |    0.35    | 7  | 17 | 10 | 11 |  8  |  12 |  15 | 9  | 11 |     157     |    15    |   1.88   |     0.19    |  1.36  |   0.70  |  ibmq_prague   |
|   15602|   4   |   23  |  8   |  2   |    0.35    | 2  | 3  | 2  | 1  |  6  |  6  |  3  | 3  | 2  |      48     |    15    |   2.00   |     0.17    |  2.67  |   0.62  | ibmq_montreal  |
|   15603|   9   |   41  |  21  |  14  |    0.51    | 15 | 12 | 9  | 9  |  6  |  10 |  10 | 13 | 15 |     166     |    15    |   2.33   |     0.22    |  1.40  |   0.68  |  ibmq_quebec   |
|   15604|   8   |   34  |  12  |  6   |    0.35    | 14 | 8  | 6  | 10 |  12 |  12 |  7  | 11 | 12 |     138     |    15    |   1.50   |     0.24    |  1.71  |   0.71  |  ibmq_prague   |
|   15605|   10  |   21  |  9   |  13  |    0.43    | 7  | 8  | 7  | 4  |  5  |  9  |  7  | 5  | 12 |     111     |    15    |   0.90   |     0.48    |  0.64  |   0.69  | ibmq_peekskill |
|   15606|   11  |   32  |  18  |  8   |    0.56    | 10 | 15 | 9  | 11 |  10 |  12 |  12 | 12 | 8  |     165     |    15    |   1.64   |     0.34    |  2.00  |   0.65  | ibmq_marrakesh |
|   15607|   8   |   46  |  15  |  9   |    0.33    | 12 | 14 | 14 | 10 |  17 |  7  |  14 | 19 | 16 |     189     |    15    |   1.88   |     0.17    |  1.50  |   0.70  | ibmq_marrakesh |
|   15608|   10  |   26  |  11  |  9   |    0.42    | 10 | 9  | 8  | 5  |  8  |  9  |  6  | 12 | 4  |     124     |    15    |   1.10   |     0.38    |  1.10  |   0.65  | ibmq_montreal  |
|   15609|   10  |   9   |  4   |  5   |    0.44    | 1  | 2  | 1  | 9  |  6  |  1  |  5  | 4  | 5  |      60     |    15    |   0.40   |     1.11    |  0.67  |   0.65  | ibmq_rochester |
|   15610|   10  |   13  |  7   |  5   |    0.54    | 6  | 3  | 8  | 6  |  9  |  5  |  6  | 4  | 6  |      84     |    15    |   0.70   |     0.77    |  1.17  |   0.69  | ibmq_manhattan |
|   15611|   4   |   18  |  3   |  3   |    0.17    | 2  | 1  | 1  | 4  |  2  |  1  |  0  | 3  | 1  |      33     |    14    |   0.75   |     0.22    |  0.75  |   0.55  |ibmq_sherbrooke |
|   15612|   8   |   35  |  9   |  12  |    0.26    | 13 | 9  | 11 | 6  |  5  |  11 |  9  | 9  | 12 |     140     |    15    |   1.12   |     0.23    |  0.69  |   0.69  |  ibmq_prague   |
|   15613|   11  |   29  |  16  |  11  |    0.55    | 2  | 11 | 11 | 13 |  19 |  5  |  13 | 13 | 13 |     158     |    15    |   1.45   |     0.38    |  1.33  |   0.70  |  ibmq_quebec   |
|   15614|   10  |   18  |  7   |  1   |    0.39    | 6  | 4  | 5  | 2  |  5  |  2  |  6  | 9  | 6  |      75     |    15    |   0.70   |     0.56    |  3.50  |   0.61  |  ibmq_prague   |
|   15615|   5   |   33  |  8   |  5   |    0.24    | 9  | 7  | 12 | 12 |  7  |  9  |  9  | 4  | 9  |     110     |    15    |   1.60   |     0.15    |  1.33  |   0.75  |  ibmq_quebec   |
|   15616|   6   |   29  |  6   |  6   |    0.21    | 12 | 11 | 7  | 7  |  5  |  15 |  5  | 7  | 4  |     108     |    15    |   1.00   |     0.21    |  0.86  |   0.73  |ibmq_sherbrooke |
|   15617|   10  |   53  |  20  |  18  |    0.38    | 17 | 11 | 20 | 26 |  15 |  19 |  17 | 12 | 14 |     238     |    15    |   2.00   |     0.19    |  1.05  |   0.71  |  ibmq_prague   |
|   15618|   8   |   18  |  7   |  6   |    0.39    | 5  | 5  | 1  | 4  |  6  |  7  |  1  | 3  | 2  |      66     |    15    |   0.88   |     0.44    |  1.00  |   0.61  |  ibmq_mumbai   |
|   15619|   6   |   39  |  11  |  11  |    0.28    | 5  | 5  | 10 | 6  |  11 |  8  |  10 | 11 | 8  |     126     |    15    |   1.83   |     0.15    |  0.92  |   0.67  | ibmq_marrakesh |
|   15620|   10  |   34  |  14  |  7   |    0.41    | 7  | 14 | 13 | 5  |  16 |  12 |  10 | 6  | 7  |     149     |    15    |   1.40   |     0.29    |  1.75  |   0.65  |  ibmq_quebec   |
|   15621|   4   |   25  |  4   |  7   |    0.16    | 4  | 4  | 5  | 1  |  4  |  1  |  4  | 8  | 3  |      61     |    15    |   1.00   |     0.16    |  0.50  |   0.67  |  ibmq_quebec   |
|   15622|   7   |   11  |  2   |  4   |    0.18    | 2  | 4  | 1  | 3  |  3  |  5  |  0  | 4  | 6  |      50     |    14    |   0.29   |     0.64    |  0.40  |   0.64  |  ibmq_sydney   |
|   15623|   11  |   41  |  23  |  22  |    0.56    | 14 | 17 | 27 | 19 |  20 |  17 |  20 | 19 | 17 |     258     |    15    |   2.09   |     0.27    |  1.00  |   0.74  |ibmq_sherbrooke |
|   15624|   4   |   34  |  8   |  9   |    0.24    | 3  | 8  | 4  | 4  |  7  |  8  |  2  | 7  | 7  |      83     |    15    |   2.00   |     0.12    |  0.80  |   0.71  | ibmq_manhattan |
|   15625|   10  |   41  |  15  |  17  |    0.37    | 17 | 15 | 12 | 9  |  9  |  16 |  13 | 15 | 20 |     203     |    15    |   1.50   |     0.24    |  0.83  |   0.70  | ibmq_marrakesh |
|   15626|   8   |   27  |  7   |  10  |    0.26    | 10 | 7  | 8  | 3  |  7  |  3  |  5  | 7  | 7  |     100     |    15    |   0.88   |     0.30    |  0.64  |   0.67  |ibmq_sherbrooke |
|   15627|   6   |   42  |  12  |  6   |    0.29    | 10 | 4  | 10 | 8  |  9  |  10 |  10 | 12 | 8  |     127     |    15    |   2.00   |     0.14    |  1.71  |   0.69  | ibmq_marrakesh |
|   15628|   4   |   30  |  8   |  5   |    0.27    | 5  | 3  | 4  | 7  |  7  |  6  |  4  | 4  | 5  |      73     |    15    |   2.00   |     0.13    |  1.33  |   0.68  |  ibmq_prague   |
|   15629|   9   |   33  |  16  |  10  |    0.48    | 17 | 9  | 7  | 16 |  14 |  15 |  11 | 7  | 12 |     162     |    15    |   1.78   |     0.27    |  1.45  |   0.73  | ibmq_peekskill |
|   15630|   7   |   43  |  13  |  10  |    0.30    | 10 | 12 | 11 | 15 |  8  |  9  |  26 | 9  | 13 |     166     |    15    |   1.86   |     0.16    |  1.18  |   0.74  |  ibmq_quebec   |
|   15631|   5   |   28  |  5   |  9   |    0.18    | 5  | 8  | 9  | 4  |  7  |  4  |  7  | 3  | 10 |      90     |    15    |   1.00   |     0.18    |  0.50  |   0.73  | ibmq_manhattan |
|   15632|   11  |   14  |  6   |  6   |    0.43    | 3  | 7  | 6  | 6  |  7  |  9  |  6  | 6  | 3  |      84     |    15    |   0.55   |     0.79    |  0.86  |   0.70  |  ibmq_toronto  |
|   15633|   5   |   34  |  6   |  8   |    0.18    | 5  | 6  | 5  | 4  |  8  |  8  |  7  | 14 | 8  |     100     |    15    |   1.20   |     0.15    |  0.67  |   0.73  |  ibmq_prague   |
|   15634|   7   |   33  |  10  |  3   |    0.30    | 9  | 13 | 12 | 13 |  4  |  12 |  11 | 3  | 4  |     119     |    15    |   1.43   |     0.21    |  2.50  |   0.71  |  ibmq_prague   |
|   15635|   5   |   15  |  2   |  6   |    0.13    | 8  | 0  | 1  | 2  |  7  |  4  |  4  | 1  | 5  |      51     |    14    |   0.40   |     0.33    |  0.29  |   0.75  | ibmq_brooklyn  |
|   15636|   6   |   25  |  5   |  9   |    0.20    | 4  | 2  | 5  | 5  |  5  |  6  |  6  | 4  | 9  |      83     |    15    |   0.83   |     0.24    |  0.50  |   0.66  |  ibmq_prague   |
|   15637|   4   |   41  |  10  |  6   |    0.24    | 5  | 7  | 4  | 5  |  0  |  8  |  10 | 7  | 10 |      90     |    14    |   2.50   |     0.10    |  1.43  |   0.69  |  ibmq_prague   |
|   15638|   9   |   35  |  11  |  15  |    0.31    | 12 | 15 | 13 | 11 |  9  |  12 |  13 | 13 | 15 |     172     |    15    |   1.22   |     0.26    |  0.69  |   0.74  |  ibmq_prague   |
|   15639|   10  |   12  |  3   |  4   |    0.25    | 3  | 3  | 3  | 2  |  4  |  4  |  4  | 5  | 0  |      53     |    14    |   0.30   |     0.83    |  0.60  |   0.60  |   ibmq_paris   |
|   15640|   7   |   15  |  4   |  4   |    0.27    | 7  | 5  | 6  | 3  |  6  |  1  |  4  | 6  | 5  |      66     |    15    |   0.57   |     0.47    |  0.80  |   0.71  |  ibmq_nairobi  |
|   15641|   5   |   11  |  0   |  1   |    0.00    | 2  | 2  | 2  | 3  |  3  |  1  |  1  | 1  | 2  |      30     |    14    |   0.00   |     0.45    |  0.00  |   0.60  |  ibmq_quebec   |
|   15642|   7   |   19  |  5   |  5   |    0.26    | 4  | 2  | 3  | 1  |  8  |  7  |  6  | 4  | 2  |      63     |    15    |   0.71   |     0.37    |  0.83  |   0.67  |  ibmq_sydney   |
|   15643|   9   |   29  |  4   |  16  |    0.14    | 17 | 9  | 11 | 17 |  9  |  10 |  9  | 9  | 12 |     158     |    15    |   0.44   |     0.31    |  0.24  |   0.75  | ibmq_marrakesh |
|   15644|   4   |   16  |  3   |  1   |    0.19    | 0  | 2  | 4  | 3  |  0  |  4  |  3  | 3  | 0  |      35     |    12    |   0.75   |     0.25    |  1.50  |   0.57  | ibmq_rochester |
|   15645|   11  |   42  |  22  |  13  |    0.52    | 13 | 14 | 12 | 14 |  13 |  14 |  17 | 18 | 14 |     206     |    15    |   2.00   |     0.26    |  1.57  |   0.69  | ibmq_marrakesh |
|   15646|   5   |   11  |  2   |  2   |    0.18    | 2  | 3  | 3  | 5  |  3  |  3  |  1  | 1  | 2  |      38     |    14    |   0.40   |     0.45    |  0.67  |   0.66  | ibmq_singapore |
|   15647|   6   |   26  |  4   |  13  |    0.15    | 2  | 4  | 7  | 9  |  7  |  7  |  9  | 4  | 7  |      94     |    15    |   0.67   |     0.23    |  0.29  |   0.73  | ibmq_singapore |
|   15648|   11  |   14  |  7   |  5   |    0.50    | 6  | 3  | 3  | 4  |  3  |  5  |  4  | 2  | 3  |      65     |    15    |   0.64   |     0.79    |  1.17  |   0.58  | ibmq_singapore |
|   15649|   10  |   45  |  14  |  17  |    0.31    | 11 | 27 | 13 | 12 |  26 |  11 |  21 | 20 | 12 |     235     |    15    |   1.40   |     0.22    |  0.78  |   0.72  |  ibmq_prague   |
|   15650|   4   |   28  |  4   |  3   |    0.14    | 5  | 4  | 3  | 6  |  6  |  4  |  5  | 5  | 6  |      67     |    15    |   1.00   |     0.14    |  1.00  |   0.70  |  ibmq_toronto  |
|   15651|   7   |   37  |  10  |  14  |    0.27    | 12 | 7  | 15 | 8  |  13 |  9  |  8  | 9  | 9  |     148     |    15    |   1.43   |     0.19    |  0.67  |   0.70  |ibmq_sherbrooke |
|   15652|   7   |   49  |  13  |  4   |    0.27    | 6  | 11 | 9  | 9  |  16 |  21 |  16 | 11 | 14 |     170     |    15    |   1.86   |     0.14    |  2.60  |   0.69  | ibmq_singapore |
|   15653|   4   |   25  |  3   |  2   |    0.12    | 5  | 4  | 3  | 6  |  2  |  5  |  2  | 4  | 4  |      57     |    15    |   0.75   |     0.16    |  1.00  |   0.65  |   ibmq_osaka   |
|   15654|   11  |   20  |  8   |  7   |    0.40    | 6  | 9  | 6  | 6  |  9  |  6  |  6  | 5  | 5  |     104     |    15    |   0.73   |     0.55    |  1.00  |   0.62  |  ibmq_mumbai   |
|   15655|   10  |   42  |  11  |  16  |    0.26    | 9  | 9  | 11 | 16 |  16 |  10 |  14 | 10 | 12 |     183     |    15    |   1.10   |     0.24    |  0.65  |   0.67  |  ibmq_prague   |
|   15656|   8   |   14  |  5   |  0   |    0.36    | 3  | 5  | 6  | 7  |  4  |  3  |  2  | 0  | 8  |      62     |    13    |   0.62   |     0.57    |  5.00  |   0.61  |ibmq_sherbrooke |
|   15657|   10  |   12  |  6   |  1   |    0.50    | 2  | 5  | 5  | 2  |  3  |  4  |  4  | 7  | 2  |      61     |    15    |   0.60   |     0.83    |  3.00  |   0.57  |  ibmq_quebec   |
|   15658|   11  |   13  |  4   |  4   |    0.31    | 4  | 5  | 6  | 3  |  6  |  7  |  5  | 8  | 6  |      81     |    15    |   0.36   |     0.85    |  0.80  |   0.67  | ibmq_peekskill |
