+----------+-------+-------+------+------+------------+----+----+----+----+-----+-----+-----+----+----+-------------+----------+----------+-------------+--------+---------+----------------+
|Circuit # | Qubits| Depth |  CX  |  U3  | Ent. Ratio | X  | Y  | Z  | H  |  RX |  RY |  RZ | S  | T  | Total Gates |Diversity | CX/Qubit | Width/Depth | CX/U3  | 1Q Ratio| Best Simulator |
|   1468   |   9   |   20  |  5   |  5   |    0.25    | 5  | 6  | 4  | 7  |  2  |  4  |  6  | 9  | 3  |      80     |    15    |   0.56   |     0.45    |  0.83  |   0.64  |ibmq_poughkeepsie|
|   1469   |   5   |   20  |  2   |  8   |    0.10    | 5  | 4  | 2  | 6  |  5  |  7  |  4  | 4  | 3  |      67     |    15    |   0.40   |     0.25    |  0.22  |   0.72  | ibmq_manhattan |
|   1470   |   5   |   8   |  1   |  0   |    0.12    | 4  | 1  | 5  | 0  |  1  |  2  |  0  | 3  | 2  |      27     |    11    |   0.20   |     0.62    |  1.00  |   0.67  |ibmq_washington |
|   1471   |   9   |   45  |  17  |  10  |    0.38    | 18 | 12 | 13 | 10 |  13 |  7  |  18 | 11 | 12 |     176     |    15    |   1.89   |     0.20    |  1.55  |   0.70  | ibmq_manhattan |
|   1472   |   7   |   41  |  11  |  15  |    0.27    | 7  | 8  | 11 | 14 |  5  |  8  |  8  | 12 | 14 |     141     |    15    |   1.57   |     0.17    |  0.69  |   0.72  |  ibmq_prague   |
|   1473   |   9   |   42  |  19  |  13  |    0.45    | 11 | 6  | 17 | 20 |  13 |  12 |  15 | 6  | 11 |     176     |    15    |   2.11   |     0.21    |  1.36  |   0.70  |  ibmq_mumbai   |
|   1474   |   8   |   24  |  9   |  7   |    0.38    | 5  | 8  | 14 | 9  |  9  |  8  |  4  | 9  | 14 |     116     |    15    |   1.12   |     0.33    |  1.12  |   0.75  | ibmq_montreal  |
|   1475   |   8   |   17  |  5   |  2   |    0.29    | 6  | 1  | 3  | 6  |  6  |  5  |  3  | 5  | 7  |      71     |    15    |   0.62   |     0.47    |  1.67  |   0.62  | ibmq_marrakesh |
|   1476   |   9   |   21  |  7   |  9   |    0.33    | 4  | 5  | 4  | 11 |  5  |  3  |  8  | 9  | 5  |      90     |    15    |   0.78   |     0.43    |  0.70  |   0.70  | ibmq_rochester |
|   1477   |   5   |   32  |  7   |  7   |    0.22    | 5  | 6  | 0  | 5  |  4  |  8  |  7  | 7  | 8  |      84     |    14    |   1.40   |     0.16    |  0.88  |   0.68  |  ibmq_sydney   |
|   1478   |   6   |   29  |  8   |  6   |    0.28    | 8  | 3  | 8  | 6  |  8  |  7  |  4  | 7  | 8  |      96     |    15    |   1.33   |     0.21    |  1.14  |   0.68  |   ibmq_osaka   |
|   1479   |   6   |   24  |  9   |  5   |    0.38    | 7  | 4  | 2  | 10 |  4  |  3  |  2  | 10 | 6  |      80     |    15    |   1.50   |     0.25    |  1.50  |   0.66  |  ibmq_sydney   |
|   1480   |   7   |   16  |  9   |  3   |    0.56    | 2  | 4  | 7  | 5  |  7  |  7  |  3  | 5  | 6  |      74     |    15    |   1.29   |     0.44    |  2.25  |   0.66  | ibmq_marrakesh |
|   1481   |   7   |   40  |  7   |  13  |    0.17    | 10 | 5  | 10 | 10 |  11 |  11 |  15 | 15 | 14 |     157     |    15    |   1.00   |     0.17    |  0.50  |   0.73  | ibmq_singapore |
|   1482   |   7   |   33  |  9   |  11  |    0.27    | 4  | 5  | 9  | 14 |  9  |  9  |  8  | 12 | 15 |     130     |    15    |   1.29   |     0.21    |  0.75  |   0.74  | ibmq_peekskill |
|   1483   |   9   |   24  |  7   |  8   |    0.29    | 10 | 13 | 9  | 9  |  5  |  11 |  8  | 11 | 8  |     132     |    15    |   0.78   |     0.38    |  0.78  |   0.70  |  ibmq_quebec   |
|   1484   |   10  |   25  |  12  |  13  |    0.48    | 10 | 3  | 15 | 8  |  4  |  5  |  8  | 7  | 7  |     115     |    15    |   1.20   |     0.40    |  0.86  |   0.70  |ibmq_sherbrooke |
|   1485   |   9   |   13  |  6   |  6   |    0.46    | 5  | 5  | 3  | 5  |  3  |  5  |  5  | 8  | 3  |      73     |    15    |   0.67   |     0.69    |  0.86  |   0.66  |  ibmq_quebec   |
|   1486   |   4   |   11  |  1   |  2   |    0.09    | 2  | 3  | 5  | 4  |  1  |  1  |  0  | 2  | 2  |      31     |    14    |   0.25   |     0.36    |  0.33  |   0.71  |  ibmq_quebec   |
|   1487   |   11  |   14  |  9   |  6   |    0.64    | 5  | 3  | 1  | 3  |  3  |  6  |  4  | 6  | 7  |      73     |    15    |   0.82   |     0.79    |  1.29  |   0.60  |  ibmq_quebec   |
|   1488   |   8   |   34  |  17  |  7   |    0.50    | 8  | 15 | 13 | 15 |  8  |  8  |  9  | 13 | 12 |     155     |    15    |   2.12   |     0.24    |  2.12  |   0.70  |ibmq_sherbrooke |
|   1489   |   7   |   27  |  4   |  4   |    0.15    | 4  | 8  | 7  | 8  |  6  |  7  |  5  | 6  | 8  |      93     |    15    |   0.57   |     0.26    |  0.80  |   0.68  |   ibmq_osaka   |
|   1490   |   10  |   13  |  7   |  4   |    0.54    | 3  | 4  | 4  | 6  |  4  |  6  |  3  | 4  | 5  |      64     |    15    |   0.70   |     0.77    |  1.40  |   0.67  |ibmq_sherbrooke |
|   1491   |   9   |   39  |  18  |  22  |    0.46    | 11 | 15 | 13 | 14 |  11 |  6  |  22 | 13 | 14 |     197     |    15    |   2.00   |     0.23    |  0.78  |   0.72  |  ibmq_prague   |
|   1492   |   7   |   18  |  3   |  2   |    0.17    | 3  | 4  | 8  | 8  |  3  |  3  |  5  | 8  | 8  |      76     |    15    |   0.43   |     0.39    |  1.00  |   0.68  |ibmq_sherbrooke |
|   1493   |   7   |   31  |  4   |  13  |    0.13    | 8  | 12 | 7  | 8  |  4  |  5  |  12 | 5  | 8  |     115     |    15    |   0.57   |     0.23    |  0.29  |   0.71  | ibmq_marrakesh |
|   1494   |   10  |   28  |  12  |  4   |    0.43    | 9  | 9  | 8  | 10 |  10 |  10 |  5  | 13 | 12 |     131     |    15    |   1.20   |     0.36    |  2.40  |   0.69  |  ibmq_prague   |
|   1495   |   8   |   37  |  11  |  9   |    0.30    | 8  | 9  | 9  | 8  |  12 |  13 |  10 | 6  | 14 |     139     |    15    |   1.38   |     0.22    |  1.10  |   0.71  | ibmq_marrakesh |
|   1496   |   10  |   25  |  12  |  6   |    0.48    | 7  | 12 | 7  | 7  |  11 |  10 |  8  | 7  | 8  |     128     |    15    |   1.20   |     0.40    |  1.71  |   0.65  | ibmq_singapore |
|   1497   |   10  |   43  |  17  |  16  |    0.40    | 16 | 13 | 13 | 8  |  15 |  8  |  17 | 20 | 13 |     202     |    15    |   1.70   |     0.23    |  1.00  |   0.69  |  ibmq_prague   |
|   1498   |   6   |   37  |  10  |  11  |    0.27    | 12 | 8  | 10 | 5  |  8  |  10 |  12 | 10 | 5  |     132     |    15    |   1.67   |     0.16    |  0.83  |   0.69  | ibmq_montreal  |
|   1499   |   8   |   43  |  17  |  16  |    0.40    | 16 | 8  | 13 | 11 |  13 |  16 |  14 | 9  | 15 |     187     |    15    |   2.12   |     0.19    |  1.00  |   0.70  | ibmq_peekskill |
|   1500   |   7   |   14  |  3   |  2   |    0.21    | 4  | 1  | 3  | 6  |  0  |  1  |  3  | 2  | 2  |      43     |    14    |   0.43   |     0.50    |  1.00  |   0.56  |  ibmq_quebec   |
|   1501   |   5   |   45  |  11  |  9   |    0.24    | 5  | 11 | 4  | 6  |  16 |  5  |  10 | 9  | 9  |     125     |    15    |   2.20   |     0.11    |  1.10  |   0.67  |  ibmq_prague   |
|   1502   |   7   |   33  |  6   |  12  |    0.18    | 11 | 12 | 15 | 12 |  6  |  4  |  10 | 15 | 9  |     146     |    15    |   0.86   |     0.21    |  0.46  |   0.73  | ibmq_melbourne |
|   1503   |   4   |   29  |  2   |  5   |    0.07    | 4  | 9  | 4  | 2  |  3  |  4  |  5  | 6  | 1  |      66     |    15    |   0.50   |     0.14    |  0.33  |   0.65  |   ibmq_osaka   |
|   1504   |   5   |   11  |  2   |  4   |    0.18    | 6  | 1  | 2  | 2  |  2  |  1  |  3  | 3  | 3  |      38     |    15    |   0.40   |     0.45    |  0.40  |   0.71  |   ibmq_oslo    |
|   1505   |   4   |   8   |  1   |  0   |    0.12    | 2  | 0  | 0  | 0  |  3  |  3  |  1  | 0  | 2  |      20     |    10    |   0.25   |     0.50    |  1.00  |   0.55  |  ibmq_nairobi  |
|   1506   |   4   |   21  |  3   |  2   |    0.14    | 4  | 2  | 4  | 3  |  2  |  4  |  5  | 4  | 4  |      50     |    15    |   0.75   |     0.19    |  1.00  |   0.68  |  ibmq_prague   |
|   1507   |   8   |   14  |  5   |  11  |    0.36    | 6  | 4  | 6  | 4  |  2  |  3  |  4  | 5  | 5  |      72     |    15    |   0.62   |     0.57    |  0.42  |   0.69  |  ibmq_quebec   |
|   1508   |   8   |   11  |  1   |  1   |    0.09    | 1  | 5  | 3  | 4  |  2  |  4  |  5  | 9  | 3  |      53     |    15    |   0.12   |     0.73    |  0.50  |   0.70  | ibmq_rochester |
|   1509   |   9   |   13  |  9   |  4   |    0.69    | 4  | 4  | 6  | 3  |  4  |  4  |  1  | 2  | 5  |      63     |    15    |   1.00   |     0.69    |  1.80  |   0.59  | ibmq_manhattan |
|   1510   |   11  |   19  |  4   |  7   |    0.21    | 5  | 7  | 11 | 5  |  9  |  11 |  10 | 14 | 11 |     124     |    15    |   0.36   |     0.58    |  0.50  |   0.73  |ibmq_poughkeepsie|
|   1511   |   4   |   31  |  5   |  10  |    0.16    | 5  | 4  | 3  | 8  |  7  |  4  |  6  | 2  | 1  |      74     |    15    |   1.25   |     0.13    |  0.45  |   0.68  |  ibmq_sydney   |
|   1512   |   10  |   35  |  18  |  13  |    0.51    | 8  | 11 | 13 | 9  |  16 |  11 |  6  | 12 | 12 |     167     |    15    |   1.80   |     0.29    |  1.29  |   0.66  | ibmq_manhattan |
|   1513   |   4   |   30  |  8   |  5   |    0.27    | 3  | 4  | 5  | 3  |  5  |  4  |  13 | 7  | 2  |      73     |    15    |   2.00   |     0.13    |  1.33  |   0.70  |ibmq_washington |
|   1514   |   9   |   29  |  13  |  10  |    0.45    | 7  | 10 | 7  | 6  |  9  |  13 |  9  | 15 | 8  |     138     |    15    |   1.44   |     0.31    |  1.18  |   0.68  |  ibmq_toronto  |
|   1515   |   9   |   42  |  23  |  9   |    0.55    | 21 | 12 | 12 | 12 |  19 |  12 |  8  | 15 | 14 |     192     |    15    |   2.56   |     0.21    |  2.30  |   0.70  |ibmq_sherbrooke |
|   1516   |   10  |   35  |  11  |  7   |    0.31    | 12 | 4  | 15 | 10 |  17 |  5  |  10 | 11 | 9  |     148     |    15    |   1.10   |     0.29    |  1.38  |   0.68  |  ibmq_prague   |
|   1517   |   7   |   27  |  7   |  6   |    0.26    | 9  | 5  | 8  | 7  |  12 |  1  |  4  | 9  | 4  |     100     |    15    |   1.00   |     0.26    |  1.00  |   0.65  |  ibmq_quebec   |
|   1518   |   8   |   21  |  8   |  5   |    0.38    | 7  | 6  | 7  | 3  |  2  |  5  |  9  | 5  | 11 |      90     |    15    |   1.00   |     0.38    |  1.33  |   0.67  | ibmq_marrakesh |
|   1519   |   11  |   29  |  13  |  8   |    0.45    | 10 | 10 | 7  | 15 |  7  |  9  |  7  | 11 | 13 |     142     |    15    |   1.18   |     0.38    |  1.44  |   0.68  | ibmq_manhattan |
|   1520   |   5   |   7   |  1   |  1   |    0.14    | 3  | 0  | 0  | 2  |  3  |  2  |  1  | 2  | 2  |      26     |    12    |   0.20   |     0.71    |  0.50  |   0.62  | ibmq_rochester |
|   1521   |   11  |   19  |  9   |  10  |    0.47    | 9  | 2  | 10 | 11 |  6  |  7  |  7  | 7  | 9  |     113     |    15    |   0.82   |     0.58    |  0.82  |   0.69  |  ibmq_toronto  |
|   1522   |   5   |   13  |  2   |  2   |    0.15    | 3  | 2  | 0  | 3  |  6  |  2  |  4  | 3  | 6  |      43     |    14    |   0.40   |     0.38    |  0.67  |   0.72  |   ibmq_rome    |
|   1523   |   5   |   35  |  7   |  9   |    0.20    | 10 | 8  | 6  | 6  |  6  |  10 |  7  | 14 | 5  |     110     |    15    |   1.40   |     0.14    |  0.70  |   0.74  |  ibmq_prague   |
|   1524   |   5   |   25  |  7   |  9   |    0.28    | 6  | 7  | 7  | 14 |  6  |  4  |  1  | 4  | 4  |      85     |    15    |   1.40   |     0.20    |  0.70  |   0.73  |ibmq_poughkeepsie|
|   1525   |   8   |   23  |  6   |  3   |    0.26    | 7  | 7  | 9  | 3  |  9  |  5  |  6  | 5  | 6  |      87     |    15    |   0.75   |     0.35    |  1.50  |   0.69  |ibmq_sherbrooke |
|   1526   |   4   |   9   |  2   |  1   |    0.22    | 0  | 1  | 1  | 2  |  0  |  0  |  2  | 1  | 2  |      19     |    11    |   0.50   |     0.44    |  1.00  |   0.53  |  ibmq_sydney   |
|   1527   |   5   |   37  |  10  |  2   |    0.27    | 11 | 8  | 8  | 6  |  9  |  4  |  10 | 8  | 4  |      99     |    15    |   2.00   |     0.14    |  3.33  |   0.71  | ibmq_singapore |
|   1528   |   5   |   23  |  3   |  7   |    0.13    | 1  | 3  | 2  | 4  |  3  |  6  |  5  | 7  | 8  |      66     |    15    |   0.60   |     0.22    |  0.38  |   0.70  |  ibmq_london   |
|   1529   |   7   |   35  |  11  |  14  |    0.31    | 11 | 13 | 3  | 9  |  15 |  11 |  8  | 10 | 12 |     145     |    15    |   1.57   |     0.20    |  0.73  |   0.73  | ibmq_singapore |
|   1530   |   9   |   42  |  10  |  14  |    0.24    | 11 | 15 | 15 | 16 |  18 |  17 |  9  | 20 | 10 |     202     |    15    |   1.11   |     0.21    |  0.67  |   0.72  | ibmq_singapore |
|   1531   |   8   |   23  |  6   |  2   |    0.26    | 3  | 3  | 9  | 7  |  8  |  7  |  4  | 6  | 3  |      83     |    15    |   0.75   |     0.35    |  2.00  |   0.63  |ibmq_poughkeepsie|
|   1532   |   7   |   34  |  9   |  12  |    0.26    | 8  | 15 | 7  | 13 |  13 |  7  |  6  | 6  | 9  |     132     |    15    |   1.29   |     0.21    |  0.69  |   0.73  | ibmq_manhattan |
|   1533   |   9   |   11  |  1   |  5   |    0.09    | 5  | 8  | 1  | 5  |  1  |  5  |  0  | 3  | 6  |      58     |    14    |   0.11   |     0.82    |  0.17  |   0.67  | ibmq_manhattan |
|   1534   |   10  |   27  |  6   |  9   |    0.22    | 9  | 9  | 7  | 8  |  10 |  10 |  8  | 6  | 7  |     122     |    15    |   0.60   |     0.37    |  0.60  |   0.68  |  ibmq_mumbai   |
|   1535   |   4   |   31  |  6   |  2   |    0.19    | 5  | 4  | 6  | 4  |  5  |  6  |  5  | 4  | 6  |      72     |    15    |   1.50   |     0.13    |  2.00  |   0.65  | ibmq_valencia  |
|   1536   |   7   |   12  |  1   |  3   |    0.08    | 3  | 5  | 1  | 5  |  2  |  3  |  1  | 3  | 5  |      48     |    15    |   0.14   |     0.58    |  0.25  |   0.65  |   ibmq_perth   |
|   1537   |   5   |   12  |  3   |  3   |    0.25    | 2  | 0  | 5  | 1  |  2  |  2  |  2  | 1  | 4  |      33     |    13    |   0.60   |     0.42    |  0.75  |   0.67  | ibmq_yorktown  |
|   1538   |   11  |   17  |  8   |  4   |    0.47    | 10 | 9  | 8  | 11 |  10 |  11 |  9  | 5  | 6  |     117     |    15    |   0.73   |     0.65    |  1.60  |   0.71  | ibmq_singapore |
|   1539   |   10  |   12  |  3   |  7   |    0.25    | 2  | 6  | 5  | 3  |  3  |  6  |  3  | 5  | 4  |      66     |    15    |   0.30   |     0.83    |  0.38  |   0.67  | ibmq_rochester |
|   1540   |   5   |   12  |  1   |  2   |    0.08    | 4  | 4  | 4  | 0  |  4  |  4  |  3  | 0  | 2  |      40     |    13    |   0.20   |     0.42    |  0.33  |   0.68  |   ibmq_perth   |
|   1541   |   7   |   10  |  4   |  4   |    0.40    | 5  | 4  | 2  | 2  |  2  |  0  |  3  | 0  | 3  |      40     |    13    |   0.57   |     0.70    |  0.80  |   0.62  |   ibmq_perth   |
|   1542   |   7   |   37  |  12  |  10  |    0.32    | 17 | 11 | 10 | 12 |  11 |  4  |  13 | 11 | 9  |     155     |    15    |   1.71   |     0.19    |  1.09  |   0.70  |  ibmq_sydney   |
|   1543   |   8   |   44  |  12  |  18  |    0.27    | 12 | 18 | 14 | 12 |  13 |  6  |  19 | 17 | 14 |     201     |    15    |   1.50   |     0.18    |  0.63  |   0.71  |  ibmq_quebec   |
|   1544   |   4   |   16  |  3   |  2   |    0.19    | 2  | 3  | 1  | 4  |  1  |  3  |  2  | 3  | 1  |      36     |    15    |   0.75   |     0.25    |  1.00  |   0.61  |  ibmq_mumbai   |
|   1545   |   6   |   14  |  3   |  4   |    0.21    | 2  | 3  | 4  | 1  |  4  |  2  |  4  | 4  | 3  |      49     |    15    |   0.50   |     0.43    |  0.60  |   0.63  |ibmq_sherbrooke |
|   1546   |   11  |   44  |  19  |  11  |    0.43    | 21 | 22 | 12 | 15 |  17 |  15 |  19 | 21 | 21 |     245     |    15    |   1.73   |     0.25    |  1.58  |   0.71  | ibmq_manhattan |
|   1547   |   6   |   22  |  5   |  8   |    0.23    | 6  | 5  | 9  | 6  |  10 |  4  |  5  | 2  | 8  |      84     |    15    |   0.83   |     0.27    |  0.56  |   0.75  |  ibmq_quebec   |
|   1548   |   5   |   14  |  1   |  5   |    0.07    | 3  | 6  | 3  | 4  |  1  |  1  |  4  | 7  | 3  |      50     |    15    |   0.20   |     0.36    |  0.17  |   0.74  | ibmq_rochester |
|   1549   |   11  |   36  |  14  |  11  |    0.39    | 11 | 11 | 8  | 11 |  14 |  19 |  15 | 6  | 14 |     177     |    15    |   1.27   |     0.31    |  1.17  |   0.68  | ibmq_manhattan |
|   1550   |   9   |   51  |  24  |  12  |    0.47    | 16 | 13 | 15 | 19 |  19 |  12 |  13 | 17 | 9  |     212     |    15    |   2.67   |     0.18    |  1.85  |   0.68  | ibmq_marrakesh |
|   1551   |   6   |   41  |  17  |  6   |    0.41    | 7  | 9  | 6  | 7  |  11 |  12 |  14 | 13 | 4  |     134     |    15    |   2.83   |     0.15    |  2.43  |   0.66  |ibmq_poughkeepsie|
|   1552   |   10  |   38  |  20  |  10  |    0.53    | 19 | 17 | 18 | 10 |  22 |  16 |  10 | 15 | 11 |     204     |    15    |   2.00   |     0.26    |  1.82  |   0.73  |ibmq_sherbrooke |
|   1553   |   5   |   25  |  5   |  10  |    0.20    | 2  | 9  | 4  | 4  |  7  |  4  |  7  | 8  | 4  |      80     |    15    |   1.00   |     0.20    |  0.45  |   0.74  |ibmq_sherbrooke |
|   1554   |   5   |   38  |  6   |  10  |    0.16    | 9  | 9  | 5  | 7  |  5  |  7  |  13 | 5  | 6  |     101     |    15    |   1.20   |     0.13    |  0.55  |   0.75  | ibmq_marrakesh |
|   1555   |   10  |   19  |  5   |  9   |    0.26    | 3  | 5  | 8  | 6  |  8  |  5  |  6  | 4  | 5  |      90     |    15    |   0.50   |     0.53    |  0.50  |   0.66  |  ibmq_quebec   |
|   1556   |   6   |   20  |  4   |  6   |    0.20    | 7  | 5  | 7  | 6  |  2  |  5  |  5  | 4  | 5  |      71     |    15    |   0.67   |     0.30    |  0.57  |   0.73  |ibmq_poughkeepsie|
|   1557   |   9   |   21  |  8   |  7   |    0.38    | 5  | 6  | 5  | 2  |  9  |  6  |  10 | 9  | 4  |      96     |    15    |   0.89   |     0.43    |  1.00  |   0.66  |   ibmq_osaka   |
|   1558   |   11  |   32  |  13  |  12  |    0.41    | 10 | 15 | 22 | 17 |  10 |  12 |  19 | 13 | 15 |     196     |    15    |   1.18   |     0.34    |  1.00  |   0.74  |ibmq_sherbrooke |
|   1559   |   11  |   45  |  21  |  22  |    0.47    | 12 | 16 | 16 | 15 |  26 |  17 |  15 | 21 | 15 |     252     |    15    |   1.91   |     0.24    |  0.91  |   0.69  |ibmq_sherbrooke |
|   1560   |   7   |   12  |  6   |  3   |    0.50    | 2  | 8  | 2  | 3  |  3  |  6  |  2  | 5  | 3  |      55     |    15    |   0.86   |     0.58    |  1.50  |   0.67  |ibmq_sherbrooke |
|   1561   |   5   |   37  |  8   |  8   |    0.22    | 8  | 11 | 6  | 5  |  8  |  2  |  9  | 8  | 8  |     108     |    15    |   1.60   |     0.14    |  0.89  |   0.68  |  ibmq_prague   |
|   1562   |   6   |   15  |  4   |  4   |    0.27    | 5  | 4  | 4  | 1  |  3  |  4  |  5  | 4  | 3  |      55     |    15    |   0.67   |     0.40    |  0.80  |   0.67  |ibmq_poughkeepsie|
|   1563   |   5   |   13  |  3   |  2   |    0.23    | 0  | 4  | 3  | 5  |  3  |  4  |  4  | 4  | 1  |      42     |    13    |   0.60   |     0.38    |  1.00  |   0.71  |ibmq_washington |
|   1564   |   6   |   23  |  3   |  4   |    0.13    | 7  | 4  | 9  | 5  |  3  |  4  |  4  | 2  | 4  |      69     |    15    |   0.50   |     0.26    |  0.60  |   0.67  |  ibmq_sydney   |
|   1565   |   6   |   23  |  3   |  2   |    0.13    | 5  | 8  | 3  | 3  |  3  |  7  |  3  | 2  | 6  |      69     |    15    |   0.50   |     0.26    |  1.00  |   0.61  |ibmq_poughkeepsie|
|   1566   |   5   |   24  |  5   |  6   |    0.21    | 8  | 7  | 3  | 12 |  4  |  8  |  9  | 7  | 3  |      86     |    15    |   1.00   |     0.21    |  0.71  |   0.78  |  ibmq_sydney   |
|   1567   |   11  |   23  |  9   |  8   |    0.39    | 7  | 8  | 8  | 7  |  12 |  10 |  6  | 9  | 7  |     121     |    15    |   0.82   |     0.48    |  1.00  |   0.68  | ibmq_brooklyn  |
|   1568   |   4   |   10  |  2   |  1   |    0.20    | 0  | 4  | 3  | 1  |  0  |  2  |  2  | 3  | 1  |      28     |    13    |   0.50   |     0.40    |  1.00  |   0.61  |ibmq_poughkeepsie|
|   1569   |   6   |   39  |  9   |  12  |    0.23    | 9  | 7  | 8  | 4  |  9  |  7  |  8  | 12 | 11 |     120     |    15    |   1.50   |     0.15    |  0.69  |   0.72  | ibmq_rochester |
|   1570   |   6   |   15  |  5   |  2   |    0.33    | 2  | 4  | 5  | 3  |  3  |  1  |  3  | 5  | 4  |      51     |    15    |   0.83   |     0.40    |  1.67  |   0.63  | ibmq_manhattan |
|   1571   |   11  |   26  |  11  |  10  |    0.42    | 11 | 12 | 6  | 12 |  12 |  10 |  8  | 11 | 14 |     151     |    15    |   1.00   |     0.42    |  1.00  |   0.70  | ibmq_singapore |
|   1572   |   5   |   15  |  1   |  2   |    0.07    | 5  | 3  | 1  | 6  |  2  |  2  |  1  | 4  | 2  |      42     |    15    |   0.20   |     0.33    |  0.33  |   0.67  |  ibmq_nairobi  |
|   1573   |   5   |   19  |  4   |  3   |    0.21    | 3  | 3  | 1  | 2  |  4  |  2  |  4  | 4  | 3  |      46     |    15    |   0.80   |     0.26    |  1.00  |   0.63  |   ibmq_paris   |
|   1574   |   8   |   11  |  2   |  3   |    0.18    | 5  | 2  | 1  | 4  |  4  |  3  |  3  | 8  | 3  |      57     |    15    |   0.25   |     0.73    |  0.50  |   0.63  |   ibmq_osaka   |
|   1575   |   9   |   37  |  6   |  18  |    0.16    | 10 | 17 | 14 | 11 |  15 |  17 |  21 | 20 | 7  |     200     |    15    |   0.67   |     0.24    |  0.32  |   0.75  |  ibmq_prague   |
|   1576   |   9   |   12  |  3   |  4   |    0.25    | 10 | 2  | 0  | 2  |  4  |  1  |  4  | 4  | 3  |      59     |    14    |   0.33   |     0.75    |  0.60  |   0.58  |  ibmq_sydney   |
|   1577   |   4   |   13  |  4   |  1   |    0.31    | 1  | 3  | 0  | 2  |  0  |  5  |  3  | 4  | 3  |      34     |    12    |   1.00   |     0.31    |  2.00  |   0.65  |   ibmq_paris   |
|   1578   |   7   |   34  |  13  |  14  |    0.38    | 8  | 15 | 9  | 10 |  5  |  9  |  13 | 15 | 10 |     143     |    15    |   1.86   |     0.21    |  0.87  |   0.76  |   ibmq_osaka   |
|   1579   |   9   |   15  |  4   |  4   |    0.27    | 5  | 4  | 5  | 7  |  2  |  3  |  3  | 5  | 5  |      67     |    15    |   0.44   |     0.60    |  0.80  |   0.64  |  ibmq_sydney   |
|   1580   |   10  |   38  |  24  |  12  |    0.63    | 10 | 15 | 18 | 14 |  17 |  11 |  12 | 20 | 16 |     203     |    15    |   2.40   |     0.26    |  1.85  |   0.71  |  ibmq_quebec   |
|   1581   |   8   |   45  |  11  |  11  |    0.24    | 11 | 16 | 10 | 17 |  10 |  13 |  10 | 19 | 12 |     182     |    15    |   1.38   |     0.18    |  0.92  |   0.71  | ibmq_peekskill |
|   1582   |   8   |   37  |  10  |  14  |    0.27    | 11 | 12 | 10 | 12 |  11 |  19 |  11 | 11 | 13 |     169     |    15    |   1.25   |     0.22    |  0.67  |   0.73  |ibmq_washington |
|   1583   |   9   |   35  |  13  |  10  |    0.37    | 9  | 15 | 7  | 9  |  14 |  12 |  9  | 9  | 14 |     157     |    15    |   1.44   |     0.26    |  1.18  |   0.69  | ibmq_singapore |
|   1584   |   4   |   12  |  2   |  0   |    0.17    | 0  | 2  | 4  | 0  |  3  |  4  |  2  | 0  | 3  |      31     |    11    |   0.50   |     0.33    |  2.00  |   0.58  | ibmq_marrakesh |
|   1585   |   10  |   37  |  15  |  13  |    0.41    | 15 | 15 | 17 | 13 |  13 |  12 |  16 | 10 | 12 |     191     |    15    |   1.50   |     0.27    |  1.07  |   0.71  |  ibmq_quebec   |
|   1586   |   7   |   32  |  9   |  9   |    0.28    | 11 | 8  | 11 | 7  |  9  |  9  |  3  | 9  | 9  |     118     |    15    |   1.29   |     0.22    |  0.90  |   0.72  |  ibmq_toronto  |
|   1587   |   9   |   23  |  7   |  2   |    0.30    | 2  | 10 | 9  | 9  |  7  |  6  |  7  | 6  | 4  |      94     |    15    |   0.78   |     0.39    |  2.33  |   0.66  | ibmq_manhattan |
|   1588   |   5   |   13  |  2   |  2   |    0.15    | 2  | 4  | 3  | 0  |  1  |  3  |  3  | 2  | 3  |      38     |    14    |   0.40   |     0.38    |  0.67  |   0.61  |  ibmq_sydney   |
|   1589   |   7   |   21  |  6   |  4   |    0.29    | 9  | 3  | 1  | 6  |  9  |  3  |  6  | 7  | 8  |      83     |    15    |   0.86   |     0.33    |  1.20  |   0.67  | ibmq_singapore |
|   1590   |   6   |   15  |  3   |  6   |    0.20    | 8  | 3  | 4  | 2  |  5  |  4  |  4  | 3  | 3  |      59     |    15    |   0.50   |     0.40    |  0.43  |   0.71  |ibmq_washington |
|   1591   |   5   |   35  |  6   |  7   |    0.17    | 7  | 10 | 11 | 5  |  4  |  9  |  7  | 8  | 9  |     102     |    15    |   1.20   |     0.14    |  0.75  |   0.75  |   ibmq_osaka   |
|   1592   |   7   |   30  |  11  |  6   |    0.37    | 11 | 8  | 9  | 1  |  10 |  10 |  12 | 6  | 8  |     116     |    15    |   1.57   |     0.23    |  1.57  |   0.70  |  ibmq_prague   |
|   1593   |   8   |   50  |  18  |  8   |    0.36    | 12 | 12 | 18 | 13 |  15 |  14 |  14 | 11 | 12 |     185     |    15    |   2.25   |     0.16    |  2.00  |   0.70  | ibmq_singapore |
|   1594   |   6   |   14  |  4   |  6   |    0.29    | 1  | 2  | 2  | 2  |  2  |  4  |  1  | 3  | 9  |      51     |    15    |   0.67   |     0.43    |  0.57  |   0.63  |   ibmq_oslo    |
|   1595   |   4   |   35  |  11  |  7   |    0.31    | 4  | 4  | 7  | 8  |  4  |  8  |  6  | 4  | 4  |      84     |    15    |   2.75   |     0.11    |  1.38  |   0.67  |  ibmq_prague   |
